Desc	Family ID	Mus_musculus	Cavia_porcellus	Dipodomys_ordii	Heterocephalus_glaber	Octodon_degus	Chinchilla_lanigera	Microtus_ochrogaster	Nannospalax_galili	Marmota_marmota	Castor_canadensis	Meriones_unguiculatus	Urocitellus_parryii	Cricetulus_griseus	Marmota_flaviventris	Peromyscus_maniculatus	Peromyscus_leucopus	Grammomys_surdaster	Mastomys_coucha	Rattus_rattus	Arvicanthis_niloticus	Fukomys_damarensis	Microtus_fortis	Rattus_norvegicus	Ictidomys_tridecemlineatus	Mesocricetus_auratus	Microtus_oregoni	Dipodomys_spectabilis	Jaculus_jaculus	Marmota_monax	Perognathus_longimembris	Mus_caroli	Mus_pahari	Neosciurus_carolinensis	Myodes_glareolus	Arvicola_amphibius	Onychomys_torridus	MGP_CASTEiJ	Mus_spicilegus	MGP_SPRETEiJ	Oryctolagus_cuniculus	Sciurus_vulgaris	Spermophilus_dauricus
(null)	9000	2	1	1	0	0	2	0	0	2	0	1	0	0	1	2	3	3	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	1	0	2	1	
(null)	9001	3	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	7	2	0	3	2	
(null)	9002	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	2	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	3	1	1	0	0	
(null)	9003	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	6	2	1	0	6	2	
(null)	9004	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	
(null)	9005	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	
(null)	9006	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	
(null)	9007	2	1	1	1	1	1	1	0	1	1	1	2	0	0	1	1	2	0	1	0	1	0	1	1	0	0	1	0	0	1	2	2	0	1	0	0	0	0	0	1	1	0	
(null)	9008	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	2	0	0	1	0	1	0	0	1	4	0	4	0	1	0	
(null)	9009	1	1	1	0	2	1	1	1	0	1	2	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	2	
(null)	9010	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	6	4	6	0	3	3	
(null)	9011	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	
(null)	9012	0	1	0	1	0	0	1	1	0	0	1	1	0	2	2	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	2	1	0	1	3	2	3	1	1	0	
(null)	9013	3	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	5	4	5	0	1	2	
(null)	9014	3	0	2	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	1	3	2	3	1	0	1	
(null)	9015	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	2	1	1	1	1	0	2	0	1	0	1	1	1	1	0	0	0	
(null)	9016	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	2	1	0	1	0	
(null)	9017	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	2	1	1	1	1	1	1	1	1	
(null)	9018	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	2	1	2	0	1	1	
(null)	9019	2	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	4	0	4	1	3	2	
(null)	9020	1	0	1	0	0	0	1	0	0	0	3	1	0	1	1	1	0	1	2	1	0	0	1	1	1	2	1	1	1	0	1	0	0	0	0	1	1	1	0	1	2	1	
(null)	9021	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	
(null)	9022	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	2	2	1	0	0	0	1	1	1	1	1	1	1	1	
(null)	9023	1	1	1	1	1	1	1	1	0	0	2	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	
(null)	9024	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	2	1	2	0	4	1	
(null)	9025	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	2	2	0	0	2	1	
(null)	9026	1	1	1	1	1	0	0	0	0	2	1	0	0	1	1	0	0	0	1	0	2	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	2	2	2	1	1	0	
(null)	9027	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	2	0	
(null)	9028	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	4	1	5	1	0	0	
(null)	9029	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	2	1	0	1	0	0	1	1	1	1	1	1	4	1	
(null)	9030	0	1	0	0	1	5	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	3	0	0	1	1	1	1	0	0	1	0	2	0	1	0	1	1	
(null)	9031	1	1	0	1	2	2	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	3	1	1	1	1	
(null)	9032	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	
(null)	9033	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	2	1	1	1	1	0	1	0	1	0	
(null)	9034	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	2	1	
(null)	9035	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	2	2	
(null)	9036	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	
(null)	9037	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	2	2	2	1	1	0	
(null)	9038	1	0	1	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	1	0	7	1	
(null)	9039	2	0	2	1	1	0	1	1	0	1	2	0	1	1	0	0	1	3	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	4	1	0	
(null)	9040	1	0	1	0	2	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	1	
(null)	9041	1	0	2	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	
(null)	9042	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	
(null)	9043	0	2	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	2	1	1	3	2	
(null)	9044	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	2	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	3	1	0	1	1	
(null)	9045	1	1	2	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	3	4	3	0	2	1	
(null)	9046	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	2	1	1	1	0	
(null)	9047	1	1	1	1	2	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	1	0	1	2	1	1	2	1	1	2	1	2	0	1	0	
(null)	9048	1	1	1	1	1	1	0	1	2	1	0	1	0	1	0	0	1	0	1	0	2	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	2	0	1	
(null)	9049	1	1	1	1	1	1	0	0	1	0	1	2	1	0	1	1	0	1	0	2	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	2	1	2	0	2	1	
(null)	9050	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	4	2	4	0	2	2	
(null)	9051	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	2	0	1	2	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	2	1	
(null)	9052	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	2	2	2	0	1	2	
(null)	9053	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	2	0	1	1	1	1	1	1	1	2	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	
(null)	9054	1	1	3	0	1	1	0	0	0	0	3	0	0	0	1	1	1	0	0	1	1	1	1	0	0	2	1	1	0	0	0	1	1	0	1	0	1	0	1	1	2	1	
(null)	9055	1	0	1	0	0	0	1	0	1	1	1	1	1	1	3	0	1	0	1	0	0	1	1	4	2	1	0	1	0	0	0	1	2	1	1	1	0	0	0	0	0	0	
(null)	9056	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	
(null)	9057	0	0	1	4	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	4	0	2	0	1	0	0	0	1	1	0	0	1	3	0	1	1	
(null)	9058	1	1	1	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	3	2	3	0	2	2	
(null)	9059	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	3	0	
(null)	9060	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	
(null)	9061	1	2	1	0	2	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	
(null)	9062	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
(null)	9063	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	4	2	4	0	0	1	
(null)	9064	1	1	1	1	1	1	1	0	0	1	1	0	0	0	2	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	2	1	
(null)	9065	1	1	1	0	1	0	1	2	0	1	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	1	1	0	0	0	0	2	4	2	1	1	1	
(null)	9066	1	1	1	1	1	0	2	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	2	2	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	
(null)	9067	1	1	1	0	1	1	1	1	0	2	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	
(null)	9068	1	1	0	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	5	0	2	0	0	3	0	4	2	1	0	0	0	0	1	
(null)	9069	1	1	2	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	2	2	2	0	1	1	
(null)	9070	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	2	1	6	6	
(null)	9071	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	7	0	0	0	0	0	1	2	0	2	1	1	2	
(null)	9072	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	
(null)	9073	1	1	0	0	0	2	1	1	0	0	1	0	0	1	2	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	3	1	
(null)	9074	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	2	1	2	1	0	
(null)	9075	1	0	1	3	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	3	1	0	0	1	3	1	0	1	1	0	0	0	1	0	2	2	2	0	1	1	
(null)	9076	1	1	0	0	0	6	0	0	0	0	2	2	0	0	0	0	2	1	1	0	0	2	1	0	0	2	0	0	0	0	1	2	0	0	1	0	1	1	1	0	1	1	
(null)	9077	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	
(null)	9078	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	3	1	
(null)	9079	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	3	2	3	0	2	2	
(null)	9080	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	2	1	1	2	0	
(null)	9081	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	4	0	1	0	1	0	5	4	2	0	2	0	
(null)	9082	1	0	1	0	3	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	3	0	1	0	0	2	2	1	1	1	0	1	1	
(null)	9083	1	1	1	3	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	
(null)	9084	1	1	1	0	1	1	1	0	1	1	2	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	3	0	
(null)	9085	1	0	1	0	0	0	0	0	3	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	2	2	1	2	1	2	1	
(null)	9086	1	0	1	0	1	0	1	0	0	1	2	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	3	2	3	1	1	2	
(null)	9087	1	1	1	1	0	2	0	1	1	2	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	2	3	2	1	1	1	
(null)	9088	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	
(null)	9089	1	0	1	0	1	1	1	2	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	
(null)	9090	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	4	0	
(null)	9091	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	2	1	1	1	1	1	1	0	
(null)	9092	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	3	0	2	1	2	2	
(null)	9093	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2	1	
(null)	9094	1	1	1	1	1	1	0	0	1	1	2	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	2	1	1	3	1	
(null)	9095	1	1	1	0	1	0	3	0	0	0	2	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	5	0	0	0	1	0	0	3	1	3	0	1	0	
(null)	9096	1	1	1	0	1	1	0	2	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	2	0	0	4	2	
(null)	9097	0	0	1	0	0	1	2	0	0	1	1	0	0	0	1	1	4	0	2	0	0	1	1	0	0	1	0	1	1	0	2	0	0	1	1	1	0	1	2	1	1	1	
(null)	9098	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	2	0	1	1	1	0	1	1	1	1	1	1	1	2	1	
(null)	9099	1	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	2	2	2	2	0	1	1	0	0	1	2	0	0	0	1	1	0	1	1	0	2	1	2	1	0	0	
(null)	9100	1	1	2	0	2	0	0	1	3	0	0	2	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	3	1	3	0	1	1	
(null)	9101	1	0	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	2	0	2	1	0	0	2	0	0	1	2	2	0	0	0	2	0	3	1	3	0	1	1	
(null)	9102	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	2	2	2	0	1	1	
(null)	9103	1	0	1	0	1	1	1	0	0	0	1	0	0	1	2	0	1	0	0	1	1	0	2	0	0	1	1	0	0	1	1	1	0	0	0	1	2	1	2	1	2	2	
(null)	9104	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	2	1	
(null)	9105	1	1	1	0	1	1	0	0	0	2	2	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	2	0	2	1	1	1	
(null)	9106	1	1	0	0	1	0	1	1	1	2	3	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	2	2	1	2	1	
(null)	9107	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	3	0	0	0	0	1	1	0	1	0	3	1	3	1	1	1	
(null)	9108	1	1	1	0	1	2	0	0	0	1	1	1	1	2	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	3	2	3	1	0	0	
(null)	9109	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2	0	
(null)	9110	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	2	1	1	0	0	1	1	1	1	0	0	0	
(null)	9111	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	2	1	2	1	1	1	
(null)	9112	1	0	3	0	2	0	2	0	0	0	1	0	2	0	1	1	0	0	1	1	0	1	1	0	2	1	0	3	0	0	1	1	0	1	1	2	0	0	0	0	1	0	
(null)	9113	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	1	
(null)	9114	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	2	1	1	1	1	1	0	1	0	0	
(null)	9115	1	0	0	0	0	0	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	2	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	
(null)	9116	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	2	0	1	1	1	1	1	0	1	0	1	0	0	0	
(null)	9117	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	1	1	2	3	2	2	5	3	
(null)	9118	1	1	0	0	1	1	1	0	2	2	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	2	0	0	1	1	
(null)	9119	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	
(null)	9120	0	1	1	1	0	1	0	1	1	1	3	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	2	1	0	0	0	1	1	0	0	1	2	1	2	0	1	0	
(null)	9121	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	2	0	0	0	1	1	1	0	1	1	2	5	2	3	0	1	
(null)	9122	0	1	0	0	0	0	1	0	1	2	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	3	2	3	0	3	0	
(null)	9123	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	2	1	2	1	1	1	
(null)	9124	0	1	1	0	0	0	0	0	0	0	2	2	2	1	0	1	1	0	1	0	0	0	1	0	0	5	1	0	1	0	0	1	0	0	1	0	3	1	3	0	0	1	
(null)	9125	0	0	2	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	3	1	3	1	1	1	
(null)	9126	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	2	1	1	1	1	
(null)	9127	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	4	1	1	3	2	3	0	2	0	
(null)	9128	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	
(null)	9129	0	1	1	0	1	1	1	0	1	1	1	2	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	3	1	0	1	1	1	0	0	2	0	2	1	1	0	
(null)	9130	0	1	1	1	0	1	1	0	0	2	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	2	1	0	2	2	
(null)	9131	0	1	1	1	2	0	0	0	0	2	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	4	0	1	1	0	0	0	2	0	2	1	2	0	2	3	
(null)	9132	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	2	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	2	1	2	1	1	1	
(null)	9133	0	1	1	1	0	1	1	1	1	0	0	1	1	2	0	1	0	1	0	1	3	1	0	1	1	2	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	
(null)	9134	0	1	0	2	1	1	0	0	0	2	2	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	3	1	0	1	0	0	0	1	0	2	2	2	0	2	1	
(null)	9135	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	4	2	4	1	1	1	
(null)	9136	0	0	1	0	1	0	0	0	0	3	1	1	0	1	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	6	2	1	2	2	
(null)	9137	0	0	1	0	2	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	2	0	1	1	1	1	1	1	1	0	1	1	0	2	1	1	2	0	
(null)	9138	0	0	1	0	0	0	0	0	4	0	0	3	0	0	0	2	0	0	1	0	0	0	1	4	0	0	0	1	5	1	1	1	1	0	0	0	1	1	1	1	0	0	
(null)	9139	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	3	1	3	0	2	3	
(null)	9140	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	2	1	1	0	
(null)	9141	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	
(null)	9142	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	
(null)	9143	3	1	2	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	2	1	1	1	0	0	0	1	0	0	3	3	2	0	0	1	
(null)	9144	7	0	0	0	0	0	0	0	0	0	1	0	2	0	3	1	2	1	2	1	0	1	2	0	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	
(null)	9145	0	3	0	0	1	1	1	2	0	0	1	0	0	0	0	0	1	2	0	2	0	0	1	0	0	2	0	1	0	0	0	1	0	1	0	0	5	0	0	0	3	1	
(null)	9146	0	0	1	1	1	1	0	1	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	2	1	2	1	1	1	
