Desc	Family ID	Mus_musculus	Cavia_porcellus	Dipodomys_ordii	Heterocephalus_glaber	Octodon_degus	Chinchilla_lanigera	Microtus_ochrogaster	Nannospalax_galili	Marmota_marmota	Castor_canadensis	Meriones_unguiculatus	Urocitellus_parryii	Cricetulus_griseus	Marmota_flaviventris	Peromyscus_maniculatus	Peromyscus_leucopus	Grammomys_surdaster	Mastomys_coucha	Rattus_rattus	Arvicanthis_niloticus	Fukomys_damarensis	Microtus_fortis	Rattus_norvegicus	Ictidomys_tridecemlineatus	Mesocricetus_auratus	Microtus_oregoni	Dipodomys_spectabilis	Jaculus_jaculus	Marmota_monax	Perognathus_longimembris	Mus_caroli	Mus_pahari	Neosciurus_carolinensis	Myodes_glareolus	Arvicola_amphibius	Onychomys_torridus	MGP_CASTEiJ	Mus_spicilegus	MGP_SPRETEiJ	Oryctolagus_cuniculus	Sciurus_vulgaris	Spermophilus_dauricus
(null)	9147	1	0	1	0	0	0	1	3	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	2	1	0	1	0	1	1	1	1	0	0	0	
(null)	9148	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	3	1	0	3	1	
(null)	9149	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	3	0	0	1	0	0	1	1	1	1	1	1	0	1	3	1	0	0	0	
(null)	9150	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	3	0	
(null)	9151	2	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	2	0	1	1	0	1	1	1	1	1	0	
(null)	9152	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	5	1	0	1	1	
(null)	9153	1	1	1	0	1	0	2	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	3	1	1	0	3	0	2	1	
(null)	9154	1	0	0	0	0	1	1	0	0	1	2	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	3	5	3	2	1	1	
(null)	9155	0	0	2	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	3	0	1	1	0	0	1	1	2	2	0	1	1	1	
(null)	9156	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	
(null)	9157	1	2	1	2	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	2	0	0	0	2	0	1	0	0	3	1	1	0	1	1	1	
(null)	9158	1	1	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	3	1	3	1	2	1	
(null)	9159	1	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	4	1	3	0	1	1	
(null)	9160	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	
(null)	9161	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	2	1	1	1	0	1	1	0	1	0	0	0	0	2	1	1	1	0	1	1	1	
(null)	9162	1	1	0	1	1	0	0	0	2	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	3	4	0	1	1	1	
(null)	9163	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	2	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	
(null)	9164	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	3	2	
(null)	9165	4	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	3	3	1	4	1	
(null)	9166	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	2	1	
(null)	9167	1	1	1	0	2	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	2	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	
(null)	9168	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	3	4	3	1	3	0	
(null)	9169	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	2	1	1	2	0	0	1	1	0	0	0	1	2	2	0	2	1	
(null)	9170	2	0	1	0	0	0	1	1	1	0	1	1	0	3	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3	3	3	0	0	2	
(null)	9171	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	0	0	1	0	1	1	0	0	1	1	0	1	3	3	3	0	1	0	
(null)	9172	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	3	1	0	1	3	
(null)	9173	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	2	1	1	1	1	1	1	0	0	0	0	0	0	
(null)	9174	1	1	1	0	1	0	1	2	0	6	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	2	0	1	2	
(null)	9175	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	3	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	4	2	2	3	0	
(null)	9176	1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	3	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	2	
(null)	9177	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	6	1	6	0	1	2	
(null)	9178	2	2	1	2	2	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	2	0	0	0	1	4	1	1	1	0	
(null)	9179	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	3	2	3	1	1	0	
(null)	9180	4	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	5	0	2	2	
(null)	9181	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	2	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	2	1	0	1	1	
(null)	9182	1	1	2	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	2	2	2	1	0	0	
(null)	9183	0	0	1	0	1	1	0	0	1	1	1	3	0	2	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	2	1	2	0	1	2	
(null)	9184	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	2	1	1	0	0	0	1	0	0	
(null)	9185	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	
(null)	9186	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	2	1	2	0	2	0	
(null)	9187	1	0	1	2	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2	1	
(null)	9188	0	5	0	0	1	0	1	0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0	2	1	2	0	0	0	4	0	0	
(null)	9189	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5	3	5	1	7	3	
(null)	9190	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	3	4	3	1	1	2	
(null)	9191	1	1	0	0	1	0	1	0	0	5	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	3	0	1	2	
(null)	9192	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	7	4	0	1	5	
(null)	9193	2	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	2	1	2	0	0	0	
(null)	9194	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	2	1	1	1	3	
(null)	9195	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	2	0	
(null)	9196	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	2	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	
(null)	9197	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	4	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	2	2	2	0	0	0	
(null)	9198	4	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	2	2	2	0	1	2	
(null)	9199	1	1	0	1	1	1	0	0	1	2	1	1	0	2	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	2	1	2	1	1	0	
(null)	9200	1	0	1	0	1	0	0	4	1	2	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	2	0	1	0	1	0	0	1	1	1	0	2	0	
(null)	9201	4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	4	2	4	1	2	2	
(null)	9202	1	1	1	2	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	2	1	1	1	1	
(null)	9203	1	2	1	0	1	0	1	1	0	3	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	1	0	2	1	1	1	1	
(null)	9204	2	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	2	0	0	0	1	0	1	2	2	2	1	0	0	0	0	1	1	1	0	0	2	1	2	0	0	0	
(null)	9205	1	1	1	0	1	0	1	1	0	0	2	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	3	1	0	1	0	1	1	1	0	1	1	0	1	
(null)	9206	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	4	0	1	0	0	0	1	1	0	0	2	2	3	2	0	
(null)	9207	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	4	5	1	4	1	
(null)	9208	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	4	1	3	
(null)	9209	5	5	0	0	1	0	2	0	1	1	3	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	2	
(null)	9210	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	3	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	2	1	2	1	1	1	
(null)	9211	4	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	3	2	3	1	3	3	
(null)	9212	2	1	1	1	0	2	1	1	1	2	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	2	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	
(null)	9213	3	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	4	5	4	0	1	0	
(null)	9214	1	0	1	2	1	1	0	0	0	1	1	2	0	1	1	1	1	1	2	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	
(null)	9215	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	0	0	1	0	1	2	2	1	0	0	2	1	0	0	0	0	2	3	2	0	1	2	
(null)	9216	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	3	8	0	3	1	
(null)	9217	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	2	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	2	1	1	2	1	
(null)	9218	1	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	4	0	1	3	
(null)	9219	0	1	0	2	0	0	1	1	1	1	1	0	0	0	0	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	3	2	3	1	2	1	
(null)	9220	2	0	1	0	3	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	2	5	2	1	1	1	
(null)	9221	0	2	1	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	1	1	0	0	0	0	0	4	1	0	0	0	0	1	0	0	1	1	2	2	0	0	4	2	
(null)	9222	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	
(null)	9223	0	1	1	0	1	0	1	0	2	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	2	1	1	1	0	1	
(null)	9224	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	2	2	2	1	2	2	
(null)	9225	1	1	1	1	1	2	1	0	2	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	4	1	1	0	
(null)	9226	3	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	3	2	3	1	1	1	
(null)	9227	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	2	0	1	1	0	1	1	1	1	2	0	2	0	0	0	
(null)	9228	0	0	1	1	1	2	0	0	1	1	0	0	2	0	0	1	1	0	1	0	1	1	1	1	1	0	0	2	0	0	1	1	1	1	0	1	1	1	1	0	1	1	
(null)	9229	1	0	1	0	1	1	1	0	0	2	1	2	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	3	1	3	0	1	1	
(null)	9230	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	7	5	5	0	2	2	
(null)	9231	3	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	7	0	2	3	
(null)	9232	4	0	2	0	1	0	0	0	1	1	1	1	0	2	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	2	0	0	1	1	0	1	1	1	
(null)	9233	2	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	2	2	2	1	1	0	
(null)	9234	4	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	5	3	5	1	1	3	
(null)	9235	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	
(null)	9236	1	1	1	1	0	0	1	0	1	0	2	1	0	1	0	1	2	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	2	0	2	1	1	3	
(null)	9237	4	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	5	3	5	0	0	2	
(null)	9238	0	1	0	1	1	1	0	1	1	1	1	1	0	3	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	
(null)	9239	1	1	0	0	1	0	1	1	0	2	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	
(null)	9240	1	1	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	2	2	3	0	2	1	
(null)	9241	1	0	0	0	2	0	0	0	0	2	0	2	3	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	2	3	1	1	1	
(null)	9242	3	1	0	3	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	2	1	2	1	2	1	1	1	
(null)	9243	3	0	1	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	4	1	5	1	2	0	
(null)	9244	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	2	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	2	1	2	1	
(null)	9245	2	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	2	0	0	0	1	1	1	1	0	1	2	1	0	1	0	0	1	0	1	1	
(null)	9246	1	0	0	2	0	3	0	0	0	1	1	3	0	0	0	0	2	0	1	5	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	1	1	0	0	2	1	
(null)	9247	2	2	1	0	0	1	0	1	4	1	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	3	1	
(null)	9248	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	2	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	2	1	1	1	1	
(null)	9249	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	2	6	1	4	2	
(null)	9250	2	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	5	3	5	0	1	0	
(null)	9251	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	2	1	1	0	1	1	1	2	1	0	0	1	1	0	1	1	0	0	3	0	0	1	
(null)	9252	1	1	0	1	0	1	2	1	0	0	1	0	0	0	2	0	0	4	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	2	0	1	1	2	1	1	1	1	
(null)	9253	1	0	1	0	1	0	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	1	0	0	0	3	3	3	1	2	1	
(null)	9254	1	1	1	2	0	1	0	0	0	0	0	2	1	0	0	0	0	1	2	0	1	0	1	3	0	0	1	3	1	2	1	0	1	0	0	0	0	0	0	1	1	1	
(null)	9255	1	0	1	0	1	1	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	2	0	0	1	0	0	3	1	2	2	1	2	2	
(null)	9256	2	1	0	1	0	0	0	0	0	1	1	0	1	0	5	1	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	4	1	4	0	1	1	
(null)	9257	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	7	3	7	1	1	1	
(null)	9258	2	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	4	2	3	0	1	1	
(null)	9259	1	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	7	1	3	3	
(null)	9260	3	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	3	3	3	1	1	1	
(null)	9261	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	0	0	0	0	0	0	
(null)	9262	1	3	0	1	0	2	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	2	0	0	
(null)	9263	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	
(null)	9264	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	2	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	2	0	0	0	1	
(null)	9265	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2	0	
(null)	9266	6	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	3	4	1	2	1	
(null)	9267	1	2	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	2	1	0	1	1	0	
(null)	9268	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	
(null)	9269	3	0	0	0	1	1	0	0	0	1	2	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	2	1	0	1	1	
(null)	9270	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	
(null)	9271	1	1	1	0	0	0	1	1	1	1	1	1	1	0	2	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	
(null)	9272	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	2	1	1	1	1	1	1	1	0	
(null)	9273	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	5	0	
(null)	9274	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	
(null)	9275	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	0	0	0	1	0	0	
(null)	9276	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	2	1	2	1	1	1	
(null)	9277	0	0	1	1	0	0	1	1	0	2	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	3	4	3	0	0	0	
(null)	9278	1	1	1	0	1	1	0	0	1	0	2	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	2	1	1	1	1	
(null)	9279	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	
(null)	9280	0	1	1	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	5	2	5	1	2	1	
(null)	9281	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
(null)	9282	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	2	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	
(null)	9283	1	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	3	1	1	2	0	
(null)	9284	1	1	1	1	1	1	0	1	3	1	1	0	0	0	0	0	0	1	1	0	1	0	1	2	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	
(null)	9285	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	
(null)	9286	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	
(null)	9287	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	4	1	0	1	1	0	0	0	1	1	1	1	2	1	1	1	2	
(null)	9288	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	3	1	1	0	0	
(null)	9289	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	2	0	0	1	1	1	1	1	0	0	1	1	1	2	1	2	1	0	0	
(null)	9290	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	2	2	0	2	1	0	4	2	0	2	2	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	
(null)	9291	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	9292	1	1	1	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	4	2	4	0	1	0	
(null)	9293	1	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	4	1	1	1	1	
